WHO_REGION,ISO_code,Cname,Continent,Vaccine,Percent_covrage
EMR,AFG,Afghanistan,Asia,BCG,98.0
EMR,AFG,Afghanistan,Asia,DTP1,99.0
EMR,AFG,Afghanistan,Asia,DTP3,87.0
EMR,AFG,Afghanistan,Asia,HepB_BD,38.0
EMR,AFG,Afghanistan,Asia,HepB3,87.0
EMR,AFG,Afghanistan,Asia,Hib3,87.0
EMR,AFG,Afghanistan,Asia,IPV1,86.0
EMR,AFG,Afghanistan,Asia,MCV1,82.0
EMR,AFG,Afghanistan,Asia,MCV2,60.0
EMR,AFG,Afghanistan,Asia,PCV1,97.0
EMR,AFG,Afghanistan,Asia,PCV2,89.0
EMR,AFG,Afghanistan,Asia,PCV3,84.0
EMR,AFG,Afghanistan,Asia,Pol3,86.0
EMR,AFG,Afghanistan,Asia,Rota1,75.0
EMR,AFG,Afghanistan,Asia,RotaC,60.0
EMR,AFG,Afghanistan,Asia,TT2plus,85.0
EUR,ALB,Albania,Europe,BCG,99.0
EUR,ALB,Albania,Europe,DiphCV4,97.0
EUR,ALB,Albania,Europe,DiphCV5,97.0
EUR,ALB,Albania,Europe,DiphCV6,95.0
EUR,ALB,Albania,Europe,DTP1,99.0
EUR,ALB,Albania,Europe,DTP3,99.0
EUR,ALB,Albania,Europe,HepB_BD,99.0
EUR,ALB,Albania,Europe,HepB_BDall,99.0
EUR,ALB,Albania,Europe,HepB3,99.0
EUR,ALB,Albania,Europe,Hib3,99.0
EUR,ALB,Albania,Europe,IPV1,99.0
EUR,ALB,Albania,Europe,MCV1,94.0
EUR,ALB,Albania,Europe,MCV2,96.0
EUR,ALB,Albania,Europe,PCV1,99.0
EUR,ALB,Albania,Europe,PCV2,99.0
EUR,ALB,Albania,Europe,PCV3,99.0
EUR,ALB,Albania,Europe,PerCV4,99.0
EUR,ALB,Albania,Europe,Pol3,99.0
EUR,ALB,Albania,Europe,RCV1,94.0
EUR,ALB,Albania,Europe,TTCV4,97.0
EUR,ALB,Albania,Europe,TTCV5,97.0
EUR,ALB,Albania,Europe,TTCV6,95.0
AFR,DZA,Algeria,Africa,BCG,99.0
AFR,DZA,Algeria,Africa,DTP1,98.0
AFR,DZA,Algeria,Africa,DTP3,95.0
AFR,DZA,Algeria,Africa,HepB_BD,99.0
AFR,DZA,Algeria,Africa,HepB_BDall,99.0
AFR,DZA,Algeria,Africa,HepB3,95.0
AFR,DZA,Algeria,Africa,Hib3,95.0
AFR,DZA,Algeria,Africa,IPV1,98.0
AFR,DZA,Algeria,Africa,MCV1,80.0
AFR,DZA,Algeria,Africa,MCV2,77.0
AFR,DZA,Algeria,Africa,PAB,98.0
AFR,DZA,Algeria,Africa,PCV1,98.0
AFR,DZA,Algeria,Africa,PCV2,97.0
AFR,DZA,Algeria,Africa,PCV3,95.0
AFR,DZA,Algeria,Africa,Pol3,95.0
AFR,DZA,Algeria,Africa,RCV1,80.0
AFR,DZA,Algeria,Africa,TT2plus,40.0
EUR,AND,Andorra,Europe,DiphCV4,98.0
EUR,AND,Andorra,Europe,DiphCV5,97.0
EUR,AND,Andorra,Europe,DTP1,99.0
EUR,AND,Andorra,Europe,DTP3,99.0
EUR,AND,Andorra,Europe,HepB3,98.0
EUR,AND,Andorra,Europe,Hib3,99.0
EUR,AND,Andorra,Europe,HPVfem,49.0
EUR,AND,Andorra,Europe,IPV1,99.0
EUR,AND,Andorra,Europe,MCV1,99.0
EUR,AND,Andorra,Europe,MCV2,95.0
EUR,AND,Andorra,Europe,PCV1,99.0
EUR,AND,Andorra,Europe,PCV2,97.0
EUR,AND,Andorra,Europe,PCV3,94.0
EUR,AND,Andorra,Europe,PerCV4,98.0
EUR,AND,Andorra,Europe,Pol3,99.0
EUR,AND,Andorra,Europe,RCV1,99.0
EUR,AND,Andorra,Europe,TTCV4,98.0
EUR,AND,Andorra,Europe,TTCV5,97.0
AFR,AGO,Angola,Africa,BCG,95.0
AFR,AGO,Angola,Africa,DTP1,97.0
AFR,AGO,Angola,Africa,DTP3,84.0
AFR,AGO,Angola,Africa,HepB_BDall,58.0
AFR,AGO,Angola,Africa,HepB3,84.0
AFR,AGO,Angola,Africa,Hib3,84.0
AFR,AGO,Angola,Africa,IPV1,65.0
AFR,AGO,Angola,Africa,MCV1,79.0
AFR,AGO,Angola,Africa,MCV2,35.0
AFR,AGO,Angola,Africa,PCV1,96.0
AFR,AGO,Angola,Africa,PCV2,83.0
AFR,AGO,Angola,Africa,PCV3,82.0
AFR,AGO,Angola,Africa,Pol3,82.0
AFR,AGO,Angola,Africa,RCV1,79.0
AFR,AGO,Angola,Africa,Rota1,88.0
AFR,AGO,Angola,Africa,RotaC,75.0
AFR,AGO,Angola,Africa,TT2plus,66.0
AFR,AGO,Angola,Africa,VAD1,34.0
AFR,AGO,Angola,Africa,YFV,74.0
AMR,ATG,Antigua and Barbuda,North America,DiphCV4,92.0
AMR,ATG,Antigua and Barbuda,North America,DiphCV5,79.0
AMR,ATG,Antigua and Barbuda,North America,DTP1,99.0
AMR,ATG,Antigua and Barbuda,North America,DTP3,95.0
AMR,ATG,Antigua and Barbuda,North America,HepB3,95.0
AMR,ATG,Antigua and Barbuda,North America,Hib3,95.0
AMR,ATG,Antigua and Barbuda,North America,IPV1,99.0
AMR,ATG,Antigua and Barbuda,North America,MCV1,96.0
AMR,ATG,Antigua and Barbuda,North America,MCV2,95.0
AMR,ATG,Antigua and Barbuda,North America,PerCV4,92.0
AMR,ATG,Antigua and Barbuda,North America,Pol3,94.0
AMR,ATG,Antigua and Barbuda,North America,RCV1,96.0
AMR,ATG,Antigua and Barbuda,North America,TTCV4,92.0
AMR,ATG,Antigua and Barbuda,North America,TTCV5,79.0
AMR,ARG,Argentina,South America,BCG,93.0
AMR,ARG,Argentina,South America,DiphCV4,80.0
AMR,ARG,Argentina,South America,DiphCV5,99.0
AMR,ARG,Argentina,South America,DTP1,91.0
AMR,ARG,Argentina,South America,DTP3,86.0
AMR,ARG,Argentina,South America,HepB_BD,82.0
AMR,ARG,Argentina,South America,HepB_BDall,82.0
AMR,ARG,Argentina,South America,HepB3,86.0
AMR,ARG,Argentina,South America,Hib3,86.0
AMR,ARG,Argentina,South America,HPVfem,58.0
AMR,ARG,Argentina,South America,HPVmale,4.0
AMR,ARG,Argentina,South America,IPV1,90.0
AMR,ARG,Argentina,South America,MCV1,94.0
AMR,ARG,Argentina,South America,MCV2,99.0
AMR,ARG,Argentina,South America,PCV1,92.0
AMR,ARG,Argentina,South America,PCV2,88.0
AMR,ARG,Argentina,South America,PCV3,88.0
AMR,ARG,Argentina,South America,PerCV4,80.0
AMR,ARG,Argentina,South America,Pol3,84.0
AMR,ARG,Argentina,South America,RCV1,94.0
AMR,ARG,Argentina,South America,Rota1,88.0
AMR,ARG,Argentina,South America,RotaC,80.0
AMR,ARG,Argentina,South America,TT2plus,69.0
AMR,ARG,Argentina,South America,TTCV4,80.0
AMR,ARG,Argentina,South America,TTCV5,99.0
AMR,ARG,Argentina,South America,YFV,79.0
EUR,ARM,Armenia,Asia,BCG,99.0
EUR,ARM,Armenia,Asia,DiphCV4,91.0
EUR,ARM,Armenia,Asia,DiphCV5,96.0
EUR,ARM,Armenia,Asia,DiphCV6,85.0
EUR,ARM,Armenia,Asia,DTP1,96.0
EUR,ARM,Armenia,Asia,DTP3,92.0
EUR,ARM,Armenia,Asia,HepB_BD,97.0
EUR,ARM,Armenia,Asia,HepB_BDall,97.0
EUR,ARM,Armenia,Asia,HepB3,92.0
EUR,ARM,Armenia,Asia,Hib3,92.0
EUR,ARM,Armenia,Asia,HPVfem,8.0
EUR,ARM,Armenia,Asia,IPV1,93.0
EUR,ARM,Armenia,Asia,MCV1,95.0
EUR,ARM,Armenia,Asia,MCV2,96.0
EUR,ARM,Armenia,Asia,PCV1,96.0
EUR,ARM,Armenia,Asia,PCV3,92.0
EUR,ARM,Armenia,Asia,PerCV4,91.0
EUR,ARM,Armenia,Asia,Pol3,92.0
EUR,ARM,Armenia,Asia,RCV1,95.0
EUR,ARM,Armenia,Asia,Rota1,95.0
EUR,ARM,Armenia,Asia,RotaC,93.0
EUR,ARM,Armenia,Asia,TTCV4,91.0
EUR,ARM,Armenia,Asia,TTCV5,96.0
EUR,ARM,Armenia,Asia,TTCV6,85.0
WPR,AUS,Australia,Australia,DiphCV4,93.0
WPR,AUS,Australia,Australia,DiphCV5,95.0
WPR,AUS,Australia,Australia,DTP3,95.0
WPR,AUS,Australia,Australia,HepB3,95.0
WPR,AUS,Australia,Australia,Hib3,94.0
WPR,AUS,Australia,Australia,HPVfem,80.0
WPR,AUS,Australia,Australia,HPVmale,76.0
WPR,AUS,Australia,Australia,MCV2,93.0
WPR,AUS,Australia,Australia,PCV3,95.0
WPR,AUS,Australia,Australia,PerCV4,93.0
WPR,AUS,Australia,Australia,Pol3,95.0
WPR,AUS,Australia,Australia,TTCV4,93.0
WPR,AUS,Australia,Australia,TTCV5,95.0
EUR,AUT,Austria,Europe,DTP1,90.0
EUR,AUT,Austria,Europe,DTP3,85.0
EUR,AUT,Austria,Europe,HepB3,85.0
EUR,AUT,Austria,Europe,Hib3,85.0
EUR,AUT,Austria,Europe,IPV1,92.0
EUR,AUT,Austria,Europe,MCV1,94.0
EUR,AUT,Austria,Europe,MCV2,84.0
EUR,AUT,Austria,Europe,Pol3,85.0
EUR,AUT,Austria,Europe,RCV1,94.0
EUR,AZE,Azerbaijan,Asia,BCG,97.0
EUR,AZE,Azerbaijan,Asia,DiphCV4,96.0
EUR,AZE,Azerbaijan,Asia,DiphCV5,96.0
EUR,AZE,Azerbaijan,Asia,DTP1,96.0
EUR,AZE,Azerbaijan,Asia,DTP3,95.0
EUR,AZE,Azerbaijan,Asia,HepB_BD,99.0
EUR,AZE,Azerbaijan,Asia,HepB3,95.0
EUR,AZE,Azerbaijan,Asia,Hib3,95.0
EUR,AZE,Azerbaijan,Asia,IPV1,95.0
EUR,AZE,Azerbaijan,Asia,MCV1,96.0
EUR,AZE,Azerbaijan,Asia,MCV2,96.0
EUR,AZE,Azerbaijan,Asia,PCV1,97.0
EUR,AZE,Azerbaijan,Asia,PCV2,96.0
EUR,AZE,Azerbaijan,Asia,PCV3,95.0
EUR,AZE,Azerbaijan,Asia,PerCV4,96.0
EUR,AZE,Azerbaijan,Asia,Pol3,96.0
EUR,AZE,Azerbaijan,Asia,RCV1,96.0
EUR,AZE,Azerbaijan,Asia,TTCV4,96.0
EUR,AZE,Azerbaijan,Asia,TTCV5,96.0
EUR,AZE,Azerbaijan,Asia,VAD1,95.0
AMR,BHS,Bahamas (the),North America,DiphCV4,67.0
AMR,BHS,Bahamas (the),North America,DiphCV5,69.0
AMR,BHS,Bahamas (the),North America,DTP1,94.0
AMR,BHS,Bahamas (the),North America,DTP3,90.0
AMR,BHS,Bahamas (the),North America,HepB3,90.0
AMR,BHS,Bahamas (the),North America,Hib3,90.0
AMR,BHS,Bahamas (the),North America,IPV1,94.0
AMR,BHS,Bahamas (the),North America,MCV1,89.0
AMR,BHS,Bahamas (the),North America,MCV2,69.0
AMR,BHS,Bahamas (the),North America,PAB,93.0
AMR,BHS,Bahamas (the),North America,PCV1,94.0
AMR,BHS,Bahamas (the),North America,PCV2,93.0
AMR,BHS,Bahamas (the),North America,PCV3,90.0
AMR,BHS,Bahamas (the),North America,PerCV4,67.0
AMR,BHS,Bahamas (the),North America,Pol3,90.0
AMR,BHS,Bahamas (the),North America,RCV1,90.0
AMR,BHS,Bahamas (the),North America,Rota1,94.0
AMR,BHS,Bahamas (the),North America,RotaC,70.0
AMR,BHS,Bahamas (the),North America,TT2plus,93.0
AMR,BHS,Bahamas (the),North America,TTCV4,67.0
AMR,BHS,Bahamas (the),North America,TTCV5,69.0
EMR,BHR,Bahrain,Asia,BCG,99.0
EMR,BHR,Bahrain,Asia,DiphCV4,98.0
EMR,BHR,Bahrain,Asia,DiphCV5,99.0
EMR,BHR,Bahrain,Asia,DiphCV6,99.0
EMR,BHR,Bahrain,Asia,DTP1,99.0
EMR,BHR,Bahrain,Asia,DTP3,99.0
EMR,BHR,Bahrain,Asia,HepB_BD,98.0
EMR,BHR,Bahrain,Asia,HepB_BDall,99.0
EMR,BHR,Bahrain,Asia,HepB3,99.0
EMR,BHR,Bahrain,Asia,Hib3,99.0
EMR,BHR,Bahrain,Asia,IPV1,99.0
EMR,BHR,Bahrain,Asia,MCV1,99.0
EMR,BHR,Bahrain,Asia,MCV2,100.0
EMR,BHR,Bahrain,Asia,PAB,99.0
EMR,BHR,Bahrain,Asia,PCV1,99.0
EMR,BHR,Bahrain,Asia,PCV2,99.0
EMR,BHR,Bahrain,Asia,PCV3,98.0
EMR,BHR,Bahrain,Asia,PerCV4,98.0
EMR,BHR,Bahrain,Asia,Pol3,99.0
EMR,BHR,Bahrain,Asia,RCV1,99.0
EMR,BHR,Bahrain,Asia,Rota1,98.0
EMR,BHR,Bahrain,Asia,RotaC,98.0
EMR,BHR,Bahrain,Asia,TT2plus,38.0
EMR,BHR,Bahrain,Asia,TTCV4,98.0
EMR,BHR,Bahrain,Asia,TTCV5,99.0
EMR,BHR,Bahrain,Asia,TTCV6,96.0
SEAR,BGD,Bangladesh,Asia,BCG,99.0
SEAR,BGD,Bangladesh,Asia,DTP1,98.0
SEAR,BGD,Bangladesh,Asia,DTP3,90.0
SEAR,BGD,Bangladesh,Asia,HepB3,90.0
SEAR,BGD,Bangladesh,Asia,Hib3,90.0
SEAR,BGD,Bangladesh,Asia,IPV1frac,99.0
SEAR,BGD,Bangladesh,Asia,IPV2frac,91.0
SEAR,BGD,Bangladesh,Asia,MCV1,92.0
SEAR,BGD,Bangladesh,Asia,MCV2,83.0
SEAR,BGD,Bangladesh,Asia,PCV1,99.0
SEAR,BGD,Bangladesh,Asia,PCV2,99.0
SEAR,BGD,Bangladesh,Asia,PCV3,99.0
SEAR,BGD,Bangladesh,Asia,Pol3,90.0
SEAR,BGD,Bangladesh,Asia,RCV1,92.0
SEAR,BGD,Bangladesh,Asia,TT2plus,97.0
SEAR,BGD,Bangladesh,Asia,VAD1,99.0
AMR,BRB,Barbados,North America,DiphCV4,73.0
AMR,BRB,Barbados,North America,DiphCV5,59.0
AMR,BRB,Barbados,North America,DiphCV6,69.0
AMR,BRB,Barbados,North America,DTP1,96.0
AMR,BRB,Barbados,North America,DTP3,95.0
AMR,BRB,Barbados,North America,HepB3,95.0
AMR,BRB,Barbados,North America,Hib3,95.0
AMR,BRB,Barbados,North America,HPVfem,25.0
AMR,BRB,Barbados,North America,HPVmale,20.0
AMR,BRB,Barbados,North America,IPV1,95.0
AMR,BRB,Barbados,North America,MCV1,85.0
AMR,BRB,Barbados,North America,MCV2,74.0
AMR,BRB,Barbados,North America,PCV1,92.0
AMR,BRB,Barbados,North America,PCV2,91.0
AMR,BRB,Barbados,North America,PCV3,89.0
AMR,BRB,Barbados,North America,PerCV4,73.0
AMR,BRB,Barbados,North America,Pol3,94.0
AMR,BRB,Barbados,North America,RCV1,85.0
AMR,BRB,Barbados,North America,TTCV4,73.0
AMR,BRB,Barbados,North America,TTCV5,59.0
AMR,BRB,Barbados,North America,TTCV6,69.0
EUR,BEL,Belgium,Europe,DiphCV4,93.0
EUR,BEL,Belgium,Europe,DiphCV5,93.0
EUR,BEL,Belgium,Europe,DTP1,99.0
EUR,BEL,Belgium,Europe,DTP3,98.0
EUR,BEL,Belgium,Europe,HepB3,97.0
EUR,BEL,Belgium,Europe,Hib3,97.0
EUR,BEL,Belgium,Europe,HPVfem,50.0
EUR,BEL,Belgium,Europe,IPV1,100.0
EUR,BEL,Belgium,Europe,MCV1,96.0
EUR,BEL,Belgium,Europe,MCV2,85.0
EUR,BEL,Belgium,Europe,PCV1,98.0
EUR,BEL,Belgium,Europe,PCV2,97.0
EUR,BEL,Belgium,Europe,PCV3,94.0
EUR,BEL,Belgium,Europe,PerCV4,93.0
EUR,BEL,Belgium,Europe,Pol3,98.0
EUR,BEL,Belgium,Europe,RCV1,96.0
EUR,BEL,Belgium,Europe,Rota1,90.0
EUR,BEL,Belgium,Europe,RotaC,87.0
EUR,BEL,Belgium,Europe,TTCV4,93.0
EUR,BEL,Belgium,Europe,TTCV5,93.0
AMR,BLZ,Belize,North America,BCG,99.0
AMR,BLZ,Belize,North America,DiphCV4,80.0
AMR,BLZ,Belize,North America,DiphCV5,84.0
AMR,BLZ,Belize,North America,DiphCV6,44.0
AMR,BLZ,Belize,North America,DTP1,97.0
AMR,BLZ,Belize,North America,DTP3,96.0
AMR,BLZ,Belize,North America,HepB_BD,55.0
AMR,BLZ,Belize,North America,HepB_BDall,95.0
AMR,BLZ,Belize,North America,HepB3,96.0
AMR,BLZ,Belize,North America,Hib3,96.0
AMR,BLZ,Belize,North America,HPVfem,58.0
AMR,BLZ,Belize,North America,IPV1,97.0
AMR,BLZ,Belize,North America,MCV1,97.0
AMR,BLZ,Belize,North America,MCV2,91.0
AMR,BLZ,Belize,North America,PerCV4,80.0
AMR,BLZ,Belize,North America,Pol3,96.0
AMR,BLZ,Belize,North America,RCV1,97.0
AMR,BLZ,Belize,North America,TT2plus,92.0
AMR,BLZ,Belize,North America,TTCV4,80.0
AMR,BLZ,Belize,North America,TTCV5,84.0
AMR,BLZ,Belize,North America,TTCV6,44.0
AMR,BLZ,Belize,North America,VAD1,82.0
AFR,BEN,Benin,Africa,BCG,96.0
AFR,BEN,Benin,Africa,DiphCV4,86.0
AFR,BEN,Benin,Africa,DiphCV5,86.0
AFR,BEN,Benin,Africa,DiphCV6,82.0
AFR,BEN,Benin,Africa,DTP1,86.0
AFR,BEN,Benin,Africa,DTP3,82.0
AFR,BEN,Benin,Africa,HepB3,82.0
AFR,BEN,Benin,Africa,Hib3,82.0
AFR,BEN,Benin,Africa,IPV1,62.0
AFR,BEN,Benin,Africa,MCV1,74.0
AFR,BEN,Benin,Africa,PCV1,86.0
AFR,BEN,Benin,Africa,PCV2,86.0
AFR,BEN,Benin,Africa,PCV3,75.0
AFR,BEN,Benin,Africa,Pol3,99.0
AFR,BEN,Benin,Africa,TT2plus,69.0
AFR,BEN,Benin,Africa,TTCV4,69.0
AFR,BEN,Benin,Africa,TTCV5,69.0
AFR,BEN,Benin,Africa,TTCV6,69.0
AFR,BEN,Benin,Africa,YFV,78.0
SEAR,BTN,Bhutan,Asia,BCG,99.0
SEAR,BTN,Bhutan,Asia,DiphCV4,86.0
SEAR,BTN,Bhutan,Asia,DiphCV5,82.0
SEAR,BTN,Bhutan,Asia,DiphCV6,52.0
SEAR,BTN,Bhutan,Asia,DTP1,98.0
SEAR,BTN,Bhutan,Asia,DTP3,97.0
SEAR,BTN,Bhutan,Asia,HepB_BD,96.0
SEAR,BTN,Bhutan,Asia,HepB3,97.0
SEAR,BTN,Bhutan,Asia,Hib3,97.0
SEAR,BTN,Bhutan,Asia,HPVfem,97.0
SEAR,BTN,Bhutan,Asia,IPV1,97.0
SEAR,BTN,Bhutan,Asia,MCV1,97.0
SEAR,BTN,Bhutan,Asia,MCV2,91.0
SEAR,BTN,Bhutan,Asia,PerCV4,86.0
SEAR,BTN,Bhutan,Asia,Pol3,97.0
SEAR,BTN,Bhutan,Asia,RCV1,97.0
SEAR,BTN,Bhutan,Asia,TT2plus,83.0
SEAR,BTN,Bhutan,Asia,TTCV4,86.0
SEAR,BTN,Bhutan,Asia,TTCV5,52.0
SEAR,BTN,Bhutan,Asia,TTCV6,52.0
SEAR,BTN,Bhutan,Asia,VAD1,91.0
AMR,BOL,Bolivia (Plurinational State of),South America,BCG,90.0
AMR,BOL,Bolivia (Plurinational State of),South America,DiphCV4,61.0
AMR,BOL,Bolivia (Plurinational State of),South America,DiphCV5,55.0
AMR,BOL,Bolivia (Plurinational State of),South America,DTP1,89.0
AMR,BOL,Bolivia (Plurinational State of),South America,DTP3,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,HepB3,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,Hib3,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,HPVfem,54.0
AMR,BOL,Bolivia (Plurinational State of),South America,IPV1,89.0
AMR,BOL,Bolivia (Plurinational State of),South America,MCV1,89.0
AMR,BOL,Bolivia (Plurinational State of),South America,MCV2,38.0
AMR,BOL,Bolivia (Plurinational State of),South America,PCV1,86.0
AMR,BOL,Bolivia (Plurinational State of),South America,PCV2,87.0
AMR,BOL,Bolivia (Plurinational State of),South America,PCV3,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,PerCV4,21.0
AMR,BOL,Bolivia (Plurinational State of),South America,Pol3,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,RCV1,89.0
AMR,BOL,Bolivia (Plurinational State of),South America,Rota1,88.0
AMR,BOL,Bolivia (Plurinational State of),South America,RotaC,87.0
AMR,BOL,Bolivia (Plurinational State of),South America,TT2plus,83.0
AMR,BOL,Bolivia (Plurinational State of),South America,TTCV4,21.0
AMR,BOL,Bolivia (Plurinational State of),South America,TTCV5,54.0
AMR,BOL,Bolivia (Plurinational State of),South America,VAD1,77.0
AMR,BOL,Bolivia (Plurinational State of),South America,YFV,84.0
EUR,BIH,Bosnia and Herzegovina,Europe,BCG,95.0
EUR,BIH,Bosnia and Herzegovina,Europe,DiphCV4,79.0
EUR,BIH,Bosnia and Herzegovina,Europe,DiphCV5,76.0
EUR,BIH,Bosnia and Herzegovina,Europe,DiphCV6,92.0
EUR,BIH,Bosnia and Herzegovina,Europe,DTP1,89.0
EUR,BIH,Bosnia and Herzegovina,Europe,DTP3,73.0
EUR,BIH,Bosnia and Herzegovina,Europe,HepB_BD,99.0
EUR,BIH,Bosnia and Herzegovina,Europe,HepB_BDall,93.0
EUR,BIH,Bosnia and Herzegovina,Europe,HepB3,80.0
EUR,BIH,Bosnia and Herzegovina,Europe,Hib3,62.0
EUR,BIH,Bosnia and Herzegovina,Europe,IPV1,89.0
EUR,BIH,Bosnia and Herzegovina,Europe,MCV1,68.0
EUR,BIH,Bosnia and Herzegovina,Europe,MCV2,68.0
EUR,BIH,Bosnia and Herzegovina,Europe,PerCV4,79.0
EUR,BIH,Bosnia and Herzegovina,Europe,Pol3,73.0
EUR,BIH,Bosnia and Herzegovina,Europe,RCV1,68.0
EUR,BIH,Bosnia and Herzegovina,Europe,TTCV4,79.0
EUR,BIH,Bosnia and Herzegovina,Europe,TTCV5,76.0
EUR,BIH,Bosnia and Herzegovina,Europe,TTCV6,92.0
AFR,BWA,Botswana,Africa,BCG,97.0
AFR,BWA,Botswana,Africa,DiphCV4,73.0
AFR,BWA,Botswana,Africa,DTP1,96.0
AFR,BWA,Botswana,Africa,DTP3,93.0
AFR,BWA,Botswana,Africa,HepB_BDall,75.0
AFR,BWA,Botswana,Africa,HepB3,93.0
AFR,BWA,Botswana,Africa,Hib3,93.0
AFR,BWA,Botswana,Africa,IPV1,75.0
AFR,BWA,Botswana,Africa,MCV1,93.0
AFR,BWA,Botswana,Africa,MCV2,74.0
AFR,BWA,Botswana,Africa,PCV1,87.0
AFR,BWA,Botswana,Africa,PCV2,79.0
AFR,BWA,Botswana,Africa,PCV3,77.0
AFR,BWA,Botswana,Africa,Pol3,94.0
AFR,BWA,Botswana,Africa,RCV1,79.0
AFR,BWA,Botswana,Africa,Rota1,84.0
AFR,BWA,Botswana,Africa,RotaC,74.0
AFR,BWA,Botswana,Africa,TT2plus,70.0
AFR,BWA,Botswana,Africa,TTCV4,73.0
AFR,BWA,Botswana,Africa,VAD1,96.0
AMR,BRA,Brazil,South America,BCG,97.0
AMR,BRA,Brazil,South America,DiphCV4,77.0
AMR,BRA,Brazil,South America,DiphCV5,97.0
AMR,BRA,Brazil,South America,DTP1,87.0
AMR,BRA,Brazil,South America,DTP3,83.0
AMR,BRA,Brazil,South America,HepB_BD,80.0
AMR,BRA,Brazil,South America,HepB_BDall,91.0
AMR,BRA,Brazil,South America,HepB3,83.0
AMR,BRA,Brazil,South America,Hib3,83.0
AMR,BRA,Brazil,South America,HPVfem,50.0
AMR,BRA,Brazil,South America,HPVmale,21.0
AMR,BRA,Brazil,South America,IPV1,89.0
AMR,BRA,Brazil,South America,MCV1,84.0
AMR,BRA,Brazil,South America,MCV2,69.0
AMR,BRA,Brazil,South America,MenA,84.0
AMR,BRA,Brazil,South America,PCV1,87.0
AMR,BRA,Brazil,South America,PCV2,84.0
AMR,BRA,Brazil,South America,PerCV4,77.0
AMR,BRA,Brazil,South America,Pol3,85.0
AMR,BRA,Brazil,South America,RCV1,84.0
AMR,BRA,Brazil,South America,Rota1,82.0
AMR,BRA,Brazil,South America,RotaC,80.0
AMR,BRA,Brazil,South America,TTCV4,77.0
AMR,BRA,Brazil,South America,TTCV5,97.0
AMR,BRA,Brazil,South America,VAD1,80.0
AMR,BRA,Brazil,South America,YFV,51.0
WPR,BRN,Brunei Darussalam,Asia,BCG,99.0
WPR,BRN,Brunei Darussalam,Asia,DiphCV4,97.0
WPR,BRN,Brunei Darussalam,Asia,DTP1,99.0
WPR,BRN,Brunei Darussalam,Asia,DTP3,99.0
WPR,BRN,Brunei Darussalam,Asia,HepB_BDall,99.0
WPR,BRN,Brunei Darussalam,Asia,HepB3,99.0
WPR,BRN,Brunei Darussalam,Asia,Hib3,99.0
WPR,BRN,Brunei Darussalam,Asia,HPVfem,94.0
WPR,BRN,Brunei Darussalam,Asia,IPV1,99.0
WPR,BRN,Brunei Darussalam,Asia,MCV1,99.0
WPR,BRN,Brunei Darussalam,Asia,MCV2,98.0
WPR,BRN,Brunei Darussalam,Asia,PerCV4,97.0
WPR,BRN,Brunei Darussalam,Asia,Pol3,99.0
WPR,BRN,Brunei Darussalam,Asia,RCV1,99.0
WPR,BRN,Brunei Darussalam,Asia,TT2plus,67.0
WPR,BRN,Brunei Darussalam,Asia,TTCV4,97.0
EUR,BGR,Bulgaria,Europe,BCG,96.0
EUR,BGR,Bulgaria,Europe,DiphCV4,88.0
EUR,BGR,Bulgaria,Europe,DiphCV5,90.0
EUR,BGR,Bulgaria,Europe,DiphCV6,85.0
EUR,BGR,Bulgaria,Europe,DTP1,95.0
EUR,BGR,Bulgaria,Europe,DTP3,92.0
EUR,BGR,Bulgaria,Europe,HepB_BD,96.0
EUR,BGR,Bulgaria,Europe,HepB3,85.0
EUR,BGR,Bulgaria,Europe,Hib3,92.0
EUR,BGR,Bulgaria,Europe,HPVfem,5.0
EUR,BGR,Bulgaria,Europe,IPV1,95.0
EUR,BGR,Bulgaria,Europe,MCV1,93.0
EUR,BGR,Bulgaria,Europe,MCV2,87.0
EUR,BGR,Bulgaria,Europe,PCV1,92.0
EUR,BGR,Bulgaria,Europe,PCV2,92.0
EUR,BGR,Bulgaria,Europe,PCV3,89.0
EUR,BGR,Bulgaria,Europe,PerCV4,88.0
EUR,BGR,Bulgaria,Europe,Pol3,92.0
EUR,BGR,Bulgaria,Europe,RCV1,93.0
EUR,BGR,Bulgaria,Europe,Rota1,36.0
EUR,BGR,Bulgaria,Europe,RotaC,31.0
EUR,BGR,Bulgaria,Europe,TTCV4,88.0
EUR,BGR,Bulgaria,Europe,TTCV5,90.0
EUR,BGR,Bulgaria,Europe,TTCV6,85.0
AFR,BFA,Burkina Faso,Africa,BCG,98.0
AFR,BFA,Burkina Faso,Africa,DTP1,95.0
AFR,BFA,Burkina Faso,Africa,DTP3,91.0
AFR,BFA,Burkina Faso,Africa,HepB3,91.0
AFR,BFA,Burkina Faso,Africa,Hib3,91.0
AFR,BFA,Burkina Faso,Africa,IPV1,45.0
AFR,BFA,Burkina Faso,Africa,MCV1,88.0
AFR,BFA,Burkina Faso,Africa,MCV2,50.0
AFR,BFA,Burkina Faso,Africa,MenA,87.0
AFR,BFA,Burkina Faso,Africa,PAB,82.0
AFR,BFA,Burkina Faso,Africa,PCV1,99.0
