WHO_REGION,ISO_code,Cname,Continent,Vaccine,Percent_covrage
EUR,UZB,Uzbekistan,Asia,MCV1,96.0
EUR,UZB,Uzbekistan,Asia,MCV2,99.0
EUR,UZB,Uzbekistan,Asia,PCV1,94.0
EUR,UZB,Uzbekistan,Asia,PCV2,92.0
EUR,UZB,Uzbekistan,Asia,PCV3,96.0
EUR,UZB,Uzbekistan,Asia,PerCV4,99.0
EUR,UZB,Uzbekistan,Asia,Pol3,98.0
EUR,UZB,Uzbekistan,Asia,RCV1,96.0
EUR,UZB,Uzbekistan,Asia,Rota1,92.0
EUR,UZB,Uzbekistan,Asia,RotaC,84.0
EUR,UZB,Uzbekistan,Asia,TTCV4,99.0
EUR,UZB,Uzbekistan,Asia,TTCV5,99.0
EUR,UZB,Uzbekistan,Asia,TTCV6,99.0
WPR,VUT,Vanuatu,Australia,BCG,94.0
WPR,VUT,Vanuatu,Australia,DTP1,94.0
WPR,VUT,Vanuatu,Australia,DTP3,85.0
WPR,VUT,Vanuatu,Australia,HepB_BD,80.0
WPR,VUT,Vanuatu,Australia,HepB_BDall,90.0
WPR,VUT,Vanuatu,Australia,HepB3,85.0
WPR,VUT,Vanuatu,Australia,Hib3,85.0
WPR,VUT,Vanuatu,Australia,IPV1,84.0
WPR,VUT,Vanuatu,Australia,IPV1frac,82.0
WPR,VUT,Vanuatu,Australia,MCV1,75.0
WPR,VUT,Vanuatu,Australia,Pol3,85.0
WPR,VUT,Vanuatu,Australia,RCV1,77.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,BCG,92.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,DiphCV4,31.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,DiphCV5,48.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,DTP1,84.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,DTP3,60.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,HepB_BD,55.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,HepB_BDall,59.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,HepB3,60.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,Hib3,60.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,IPV1,32.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,MCV1,74.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,MCV2,39.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,PerCV4,31.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,Pol3,53.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,RCV1,74.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,TT2plus,32.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,TTCV4,31.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,TTCV5,48.0
AMR,VEN,Venezuela (Bolivarian Republic of),South America,YFV,35.0
WPR,VNM,Viet Nam,Asia,BCG,95.0
WPR,VNM,Viet Nam,Asia,DiphCV4,86.0
WPR,VNM,Viet Nam,Asia,DTP1,78.0
WPR,VNM,Viet Nam,Asia,DTP3,75.0
WPR,VNM,Viet Nam,Asia,HepB_BD,74.0
WPR,VNM,Viet Nam,Asia,HepB_BDall,80.0
WPR,VNM,Viet Nam,Asia,HepB3,75.0
WPR,VNM,Viet Nam,Asia,Hib3,75.0
WPR,VNM,Viet Nam,Asia,IPV1,72.0
WPR,VNM,Viet Nam,Asia,JapEnc,92.0
WPR,VNM,Viet Nam,Asia,MCV1,97.0
WPR,VNM,Viet Nam,Asia,MCV2,90.0
WPR,VNM,Viet Nam,Asia,PAB,88.0
WPR,VNM,Viet Nam,Asia,Pol3,90.0
WPR,VNM,Viet Nam,Asia,RCV1,90.0
WPR,VNM,Viet Nam,Asia,TT2plus,88.0
WPR,VNM,Viet Nam,Asia,VAD1,80.0
EMR,YEM,Yemen,Asia,BCG,64.0
EMR,YEM,Yemen,Asia,DTP1,87.0
EMR,YEM,Yemen,Asia,DTP3,80.0
EMR,YEM,Yemen,Asia,HepB3,80.0
EMR,YEM,Yemen,Asia,Hib3,80.0
EMR,YEM,Yemen,Asia,IPV1,74.0
EMR,YEM,Yemen,Asia,MCV1,72.0
EMR,YEM,Yemen,Asia,MCV2,54.0
EMR,YEM,Yemen,Asia,PCV1,86.0
EMR,YEM,Yemen,Asia,PCV2,81.0
EMR,YEM,Yemen,Asia,PCV3,79.0
EMR,YEM,Yemen,Asia,Pol3,80.0
EMR,YEM,Yemen,Asia,RCV1,72.0
EMR,YEM,Yemen,Asia,Rota1,84.0
EMR,YEM,Yemen,Asia,RotaC,79.0
EMR,YEM,Yemen,Asia,TT2plus,22.0
EMR,YEM,Yemen,Asia,VAD1,44.0
AFR,ZMB,Zambia,Africa,BCG,91.0
AFR,ZMB,Zambia,Africa,DTP1,94.0
AFR,ZMB,Zambia,Africa,DTP3,90.0
AFR,ZMB,Zambia,Africa,HepB3,90.0
AFR,ZMB,Zambia,Africa,Hib3,90.0
AFR,ZMB,Zambia,Africa,IPV1,73.0
AFR,ZMB,Zambia,Africa,MCV1,94.0
AFR,ZMB,Zambia,Africa,MCV2,65.0
AFR,ZMB,Zambia,Africa,PCV1,95.0
AFR,ZMB,Zambia,Africa,PCV2,92.0
AFR,ZMB,Zambia,Africa,PCV3,90.0
AFR,ZMB,Zambia,Africa,Pol3,90.0
AFR,ZMB,Zambia,Africa,RCV1,94.0
AFR,ZMB,Zambia,Africa,Rota1,94.0
AFR,ZMB,Zambia,Africa,RotaC,91.0
AFR,ZMB,Zambia,Africa,TT2plus,76.0
AFR,ZWE,Zimbabwe,Africa,BCG,95.0
AFR,ZWE,Zimbabwe,Africa,DiphCV4,77.0
AFR,ZWE,Zimbabwe,Africa,DTP1,94.0
AFR,ZWE,Zimbabwe,Africa,DTP3,89.0
AFR,ZWE,Zimbabwe,Africa,HepB3,89.0
AFR,ZWE,Zimbabwe,Africa,Hib3,89.0
AFR,ZWE,Zimbabwe,Africa,MCV1,88.0
AFR,ZWE,Zimbabwe,Africa,MCV2,78.0
AFR,ZWE,Zimbabwe,Africa,PAB,74.0
AFR,ZWE,Zimbabwe,Africa,PCV1,94.0
AFR,ZWE,Zimbabwe,Africa,PCV2,90.0
AFR,ZWE,Zimbabwe,Africa,PCV3,89.0
AFR,ZWE,Zimbabwe,Africa,Pol3,89.0
AFR,ZWE,Zimbabwe,Africa,RCV1,88.0
AFR,ZWE,Zimbabwe,Africa,Rota1,94.0
AFR,ZWE,Zimbabwe,Africa,RotaC,90.0
AFR,ZWE,Zimbabwe,Africa,TT2plus,75.0
